08/20/2025 06:58:43 P,CHAR LENGHT,ID,VISIBILITY,"DATE 
ADDED",SKU,NAME,ADDITIONAL NOTES,APPLICATION NOTES,PART NUMBER,PRODUCT CATEGORY,TYPE,(OLD UPC),GTIN,YEAR,PRIMARY OEM,"Additional 
OEM#",Catalog Group,MANUFACTURER,MAKE 1,ENGINE 1,ENGINE 1,ENGINE 1,ENGINE 1,ENGINE 1,ENGINE 1,ENGINE 1,Condition,IS REMAN?,ASSOCIATED CORE,CORE TYPE,JUMPFLY CATEGORY,VENDOR,VENDOR PART NUMBER,NEW QB,QB ACCOUNT,WARRANTY, PRICE , Drive On Diesel Price , VENDOR COST , ACTUAL COST , EST COST ,PROFIT,PROFIT  %,WEIGHT,"CHARGE CORE
UPFRONT",HAS CORE, CORE PRICE ,"GROUP 
NUMBER",ADF,PRICE,Non Stocking Distributor, PRICE ,Stocking Distributor, PRICE ,Non Stocking WD, PRICE ,Stocking WD, PRICE ,10%, PRICE ,15%, PRICE 
,,12934,Both,1/10/2025,6639601RM,Cummins X15 High Pressure Fuel Pump 2027-2029: OEM 6639601,,EPA27,6639601RM,Fuel Pumps,High Pressure Fuel Pump,,00840490534353,2027-2029,6639601,6601533,C1,Tamerx Diesel Products,Cummins,X15,,,,,,,Genuine Remanufactured,Yes,"6639601RM#C, 6639601RM-C30",In House Core,High Pressure Fuel Pumps,Tamerx,6639601,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 5,880.00 "," $ 5,880.00 "," $ 3,600.00 "," $ 3,600.00 "," $ 3,600.00 ","$2,280.00",38.78%,36,NO,YES," $ 1,200.00 ",,,,0%," $ 5,880.00 ",20.00%," $ 4,704.00 ",0%," $ 5,880.00 ",25.00%," $ 4,410.00 ",10.00%," $ 5,292.00 ",15.00%," $ 4,998.00 "
02/17/2025 10:37:26 A,,13040,Both,2/13/2025,2007109RM,"Scania DC13, DC09 High Pressure Fuel Pump 2018-2022: OEM 2007109",,,2007109RM,Fuel Pumps,High Pressure Fuel Pump,,00840490534773,2018-2022,2007109,2062646,,Tamerx Diesel Products,Scania,"DC13, DC09",,,,,,,Remanufactured,Yes,"2007109RM#C, 2007109RM-C30",In House Core,High Pressure Fuel Pumps,TamerX Pump,2062646,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 7,450.00 "," $ 7,450.00 ", $ 450.00 , $ 450.00 , $ 450.00 ,"$7,000.00",93.96%,36,NO,YES," $ 1,200.00 ",,,,0%," $ 7,450.00 ",20.00%," $ 5,960.00 ",0%," $ 7,450.00 ",25.00%," $ 5,587.50 ",10.00%," $ 6,705.00 ",15.00%," $ 6,332.50 "
,,13969,Both,7/14/2025,5491997RM,"Cummins L9, ISL High Pressure Fuel Pump 2014-2024: OEM 5491997RX",,,5491997RM,Fuel Pumps,High Pressure Fuel Pump,00840490537934,00840490537934,2014-2024,5491997RX,5491997,C3,Tamerx Diesel Products,Cummins,L9,ISL,,,,,,Remanufactured,Yes,"5491997RM#C, 5491997RM-C30",In House Core,High Pressure Fuel Pumps,TamerX Pump,HPP4209,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 3,895.00 "," $ 3,895.00 "," $ 1,200.00 "," $ 1,200.00 "," $ 1,200.00 ","$2,695.00",69.19%,38,NO,YES," $ 1,200.00 ",,,,0%," $ 3,895.00 ",20.00%," $ 3,116.00 ",0%," $ 3,895.00 ",25.00%," $ 2,921.25 ",10.00%," $ 3,505.50 ",15.00%," $ 3,310.75 "
,,14069,Both,7/23/2025,HPP0340,Freightliner DD15 High Pressure Fuel Pump 2022-2025: OEM DDERA4720902150,CPN6,High Pressure lines connector from side,HPP0340,Fuel Pumps,High Pressure Fuel Pump,00840490539617,00840490539617,2022-2025,DDERA4720902150,A4720902150,,Tamerx Diesel Products,Freightliner,DD15,,,,,,,Remanufactured,Yes,"HPP0340#C, HPP0340-C30",In House Core,High Pressure Fuel Pumps,TamerX Pump,0 445 020 340,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 1,395.00 "," $ 1,395.00 ", $ 600.00 , $ 600.00 , $ 600.00 ,$795.00,56.99%,33,NO,YES, $ 500.00 ,,,,0%," $ 1,395.00 ",20.00%," $ 1,116.00 ",0%," $ 1,395.00 ",25.00%," $ 1,046.25 ",10.00%," $ 1,255.50 ",15.00%," $ 1,185.75 "
08/20/2025 08:58:48 P,,6834,Both,12/13/2022,2872631RM,Cummins ISX12 High Pressure Fuel Pump Head 2010-2016: OEM 2872631,,,2872631RM,Fuel Pumps,High Pressure Fuel Pump Head,86547498708,00840490512641,2010-2016,2872631,"4359548, 4359490, 2872890",C1,Tamerx Diesel Products,Cummins,ISX12,,,,,,,,Yes,"2872631RM#C, 2872631RM-C30",Vendor R & R,Pumps,Tamerx,2872531,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 1,800.00 "," $ 1,800.00 "," $ 1,000.00 "," $ 1,000.00 "," $ 1,000.00 ",$800.00,44.44%,11,NO,YES, $ 600.00 ,,FIXED PRICE,"$1,516.00",15.00%," $ 1,530.00 ",20.00%," $ 1,440.00 ",25.00%," $ 1,350.00 ",25.00%," $ 1,350.00 ",10.00%," $ 1,620.00 ",15.00%," $ 1,530.00 "
08/20/2025 08:58:50 P,,6837,Both,12/13/2022,2872661RM,Cummins ISX15 High Pressure Fuel Pump Head 2011-2016: OEM 2872661,Note: Fuel Lines Down,CM2250,2872661RM,Fuel Pumps,High Pressure Fuel Pump Head,86547498715,00840490512658,2011-2016,2872661,"2872662, 2897371, 2282631, 4308527, 4359487",C1,Tamerx Diesel Products,Cummins,ISX15,,,,,,,,Yes,"2872661RM#C, 2872661RM-C30",Vendor R & R,High Pressure Fuel Pumps,Tamerx,2872661,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 2,495.00 "," $ 2,495.00 "," $ 1,000.00 "," $ 1,000.00 "," $ 1,000.00 ","$1,495.00",59.92%,11,NO,YES, $ 600.00 ,,FIXED PRICE,"$1,400.00",0%," $ 2,495.00 ",20.00%," $ 1,996.00 ",15.00%," $ 2,120.75 ",25.00%," $ 1,871.25 ",10.00%," $ 2,245.50 ",15.00%," $ 2,120.75 "
03/06/2023 03:38:30 A,,6840,Both,12/13/2022,4384373RM,"Cummins ISX15, X15 High Pressure Fuel Pump Head 2014-2022: OEM 4384373RX",Note: Fuel Lines up,CM2350,4384373RM,Fuel Pumps,High Pressure Fuel Pump Head,86547498722,00840490512665,2014-2022,4384373RX,"4307049, 2282644, 4384373, 4359489, 4307004",C1,Tamerx Diesel Products,Cummins,ISX15,X15,,,,,,,Yes,"4384373RM#C, 4384373RM-C30",Vendor R & R,High Pressure Fuel Pumps,Tamerx,4307004,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 2,495.00 "," $ 2,495.00 "," $ 1,000.00 "," $ 1,000.00 "," $ 1,000.00 ","$1,495.00",59.92%,11,NO,YES, $ 600.00 ,,FIXED PRICE,"$1,400.00",0%," $ 2,495.00 ",20.00%," $ 1,996.00 ",15.00%," $ 2,120.75 ",25.00%," $ 1,871.25 ",10.00%," $ 2,245.50 ",15.00%," $ 2,120.75 "
,,7425,Both,1/9/2023,4307050RM,Cummins ISX12 High Pressure Fuel Pump Head 2014-2018: OEM 4307050RX,EPA13,,4307050RM,Fuel Pumps,High Pressure Fuel Pump Head,86547502023,00840490515178,2014-2018,4307050RX,,C1,Tamerx Diesel Products,Cummins,ISX12,,,,,,,,Yes,"4307050RM#C, 4307050RM-C30",Vendor R & R,Pumps,Tamerx,4307050,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 2,085.00 "," $ 2,085.00 "," $ 1,200.00 "," $ 1,200.00 "," $ 1,200.00 ",$885.00,42.45%,18,NO,YES, $ 600.00 ,,FIXED PRICE,"$1,865.75",0%," $ 2,085.00 ",20.00%," $ 1,668.00 ",15.00%," $ 1,772.25 ",25.00%," $ 1,563.75 ",10.00%," $ 1,876.50 ",15.00%," $ 1,772.25 "
,,8967,Both,12/6/2023,2872375RM,Cummins ISX15 High Pressure Fuel Pump Head 2011-2012: OEM 2872375RX,3 Cylinder Pump head,,2872375RM,Fuel Pumps,High Pressure Fuel Pump Head,,00840490520691,2011-2012,2872375RX,2872375NX,C1,Tamerx Diesel Products,Cummins,ISX15,,,,,,,Remanufactured,Yes,"2872375RM#C, 2872375RM-C30",In House Core,Pumps,TamerX Pump,2872375NX,,,One Million Miles or One Year," $ 2,495.00 "," $ 2,495.00 ", $ 900.00 , $ 900.00 , $ 900.00 ,"$1,595.00",63.93%,27,NO,YES, $ 500.00 ,,FIXED PRICE,"$1,387.50",0%," $ 2,495.00 ",20.00%," $ 1,996.00 ",15.00%," $ 2,120.75 ",25.00%," $ 1,871.25 ",10.00%," $ 2,245.50 ",15.00%," $ 2,120.75 "
09/22/2025 11:48:32 P,,10962,Both,3/28/2024,6310580RM,Cummins X15 High Pressure Fuel Pump Head 2018-2021: OEM 6310580RX,XPI,EPA17,6310580RM,Fuel Pumps,High Pressure Fuel Pump Head,,00840490527478,2018-2021,6310580RX,,C1,Tamerx Diesel Products,Cummins,X15,,,,,,,Remanufactured,Yes,"6310580RM#C, 6310580RM-C30",In House Core,Pumps,TamerX Pump,6310580,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 1,995.00 "," $ 1,995.00 ", $ 800.00 , $ 800.00 , $ 800.00 ,"$1,195.00",59.90%,18,NO,YES, $ 500.00 ,,FIXED PRICE,"$1,871.25",0%," $ 1,995.00 ",20.00%," $ 1,596.00 ",15.00%," $ 1,695.75 ",25.00%," $ 1,496.25 ",10.00%," $ 1,795.50 ",15.00%," $ 1,695.75 "
,,12191,Both,9/27/2024,4307128RM,Cummins ISX15 High Pressure Fuel Rail 2013-2024: OEM 4307128,,"CM2350, CM2450",4307128RM,Fuel System,High Pressure Fuel Rail,,00840490531680,2013-2024,4307128,,C1,Tamerx Diesel Products,Cummins,ISX15,,,,,,,Remanufactured,Yes,"4307128RM#C, 4307128RM-C30",In House Core,Others,Tamerx,4307128,Engine Parts/Other,Engine Parts/Other,One Million Miles or One Year," $ 1,195.00 "," $ 1,195.00 ", $ 200.00 , $ 200.00 , $ 200.00 ,$995.00,83.26%,18,NO,YES, $ 500.00 ,,,,0%," $ 1,195.00 ",15.00%," $ 1,015.75 ",0%," $ 1,195.00 ",20.00%, $ 956.00 ,10.00%," $ 1,075.50 ",15.00%," $ 1,015.75 "
,,12195,Both,9/27/2024,4307194RM,Cummins ISX15 High Pressure Fuel Rail 2010-2013: OEM 4307194,,CM2250,4307194RM,Fuel System,High Pressure Fuel Rail,,00840490531703,2010-2013,4307194,,C1,Tamerx Diesel Products,Cummins,ISX15,,,,,,,Remanufactured,Yes,"4307194RM#C, 4307194RM-C30",In House Core,Others,Tamerx,4307194,Engine Parts/Other,Engine Parts/Other,One Million Miles or One Year, $ 795.00 , $ 795.00 , $ 200.00 , $ 200.00 , $ 200.00 ,$595.00,74.84%,18,NO,YES, $ 150.00 ,,FIXED PRICE,$330.65,0%, $ 795.00 ,15.00%, $ 675.75 ,0%, $ 795.00 ,20.00%, $ 636.00 ,10.00%, $ 715.50 ,15.00%, $ 675.75 
04/02/2025 09:25:32 P,,13190,Both,3/14/2025,9360781645RM,Detroit DD8 High Pressure Fuel Rail : OEM DDE A9360781645,,,9360781645RM,Fuel System,High Pressure Fuel Rail,,00840490535305,,DDE A9360781645,EA9360781145,D4,Tamerx Diesel Products,Detroit,DD8,,,,,,,Remanufactured,Yes,"9360781645RM#C, 9360781645RM-C30",In House Core,Others,Tamerx,42043606,Engine Parts/Other,Engine Parts/Other,One Million Miles or One Year, $ 750.00 , $ 750.00 , $ 450.00 , $ 450.00 , $ 450.00 ,$300.00,40.00%,15,NO,YES, $ 250.00 ,,,,0%, $ 750.00 ,15.00%, $ 637.50 ,0%, $ 750.00 ,20.00%, $ 600.00 ,10.00%, $ 675.00 ,15.00%, $ 637.50 
,,14033,Both,7/15/2025,5566376RM,Cummins ISB 6.7L High Pressure Fuel Rail 2022-2025: OEM 5566376,,,5566376RM,Fuel System,High Pressure Fuel Rail,00840490538337,00840490538337,2022-2025,5566376,,C2,Tamerx Diesel Products,Cummins,ISB 6.7L,,,,,,,Remanufactured,Yes,"5566376RM#C, 5566376RM-C30",In House Core,Others,Tamerx,5566376,Engine Parts/Other,Engine Parts/Other,One Million Miles or One Year, $ 495.00 , $ 495.00 , $ 100.00 , $ 100.00 , $ 100.00 ,$395.00,79.80%,10,NO,YES, $ 150.00 ,,,,0%, $ 495.00 ,15.00%, $ 420.75 ,0%, $ 495.00 ,20.00%, $ 396.00 ,10.00%, $ 445.50 ,15.00%, $ 420.75 
,,14075,Both,7/23/2025,3977727RM,Cummins QSB 4.5L High Pressure Fuel Rail 2013-2018: OEM 3977727,,,3977727RM,Fuel System,High Pressure Fuel Rail,00840490539631,00840490539631,2013-2018,3977727,"3963815, 107785-0160",C5,Tamerx Diesel Products,Cummins,QSB 4.5L,,,,,,,Remanufactured,Yes,"3977727RM#C, 3977727RM-C30",In House Core,Others,Tamerx,0 445 224 025,Engine Parts/Other,Engine Parts/Other,One Million Miles or One Year, $ 199.00 , $ 199.00 , $ 150.00 , $ 150.00 , $ 150.00 ,$49.00,24.62%,12,NO,YES, $ 150.00 ,,,,0%, $ 199.00 ,15.00%, $ 169.15 ,0%, $ 199.00 ,20.00%, $ 159.20 ,10.00%, $ 179.10 ,15.00%, $ 169.15 
08/13/2025 12:24:25 A,,111,Both,10/21/2015,1876105C95,International Navistar DT466 High Pressure Oil Pump 2004-2006: OEM 1876105C95,,,1876105C95,Oil Pumps,High Pressure Oil Pump,086547484558,00840490500303,2004-2006,1876105C95,,N2,Tamerx Diesel Products,International Navistar,DT466,,,,,,,,Yes,"1876105C95#C, 1876105C95-C30",In House Core,High Pressure Oil Pumps,Tamerx,,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 1,800.00 "," $ 1,800.00 ", $ 600.00 , $ 679.88 , $ 679.88 ,"$1,120.12",62.23%,21,NO,YES, $ 300.00 ,,FIXED PRICE,"$1,610.75",0%," $ 1,800.00 ",15.00%," $ 1,530.00 ",15.00%," $ 1,530.00 ",20.00%," $ 1,440.00 ",10.00%," $ 1,620.00 ",15.00%," $ 1,530.00 "
08/13/2025 12:23:59 A,,113,Both,10/21/2015,1882258C93,"International Navistar MaxxForce DT, DT466 High Pressure Oil Pump 2007-2010: OEM 1882258C93",,,1882258C93,Oil Pumps,High Pressure Oil Pump,086547485166,00840490500327,2007-2010,1882258C93,,N1,Tamerx Diesel Products,International Navistar,MaxxForce DT,DT466,,,,,,,Yes,"1882258C93#C, 1882258C93-C30",In House Core,High Pressure Oil Pumps,Tamerx,,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 1,800.00 "," $ 1,800.00 ", $ 600.00 , $ 679.88 , $ 679.88 ,"$1,120.12",62.23%,21,NO,YES, $ 300.00 ,,FIXED PRICE,"$1,610.75",0%," $ 1,800.00 ",15.00%," $ 1,530.00 ",15.00%," $ 1,530.00 ",20.00%," $ 1,440.00 ",10.00%," $ 1,620.00 ",15.00%," $ 1,530.00 "
08/13/2025 12:24:38 A,,114,Both,10/21/2015,1883888C93,International Navistar DT466 High Pressure Oil Pump 2004-2006: OEM 1883888C93,,,1883888C93,Oil Pumps,High Pressure Oil Pump,086547485227,00840490500334,2004-2006,1883888C93,,N2,Tamerx Diesel Products,International Navistar,DT466,,,,,,,,Yes,"1883888C93#C, 1883888C93-C30",In House Core,High Pressure Oil Pumps,Tamerx,,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 1,800.00 "," $ 1,800.00 ", $ 600.00 , $ 732.38 , $ 732.38 ,"$1,067.62",59.31%,21,NO,YES, $ 300.00 ,,FIXED PRICE,"$1,610.75",0%," $ 1,800.00 ",15.00%," $ 1,530.00 ",15.00%," $ 1,530.00 ",20.00%," $ 1,440.00 ",10.00%," $ 1,620.00 ",15.00%," $ 1,530.00 "
,,202,Both,10/21/2015,HPOP025X,International Navistar DT466 High Pressure Oil Pump 2004-2006: OEM 1883888C96,"#8 Fitting ESN Range 2,000,001 to 2,999,999",,HPOP025X,Oil Pumps,High Pressure Oil Pump,086547480475,00840490500730,2004-2006,1883888C96,5011334R91,N2,Tamerx Diesel Products,International Navistar,DT466,,,,,,,,Yes,"HPOP025X#C, HPOP025X-C30",In House Core,High Pressure Oil Pumps,Tamerx,,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 1,800.00 "," $ 1,800.00 ", $ 400.00 , $ 627.38 , $ 627.38 ,"$1,172.62",65.15%,20,NO,YES, $ 350.00 ,,FIXED PRICE,"$1,610.75",0%," $ 1,800.00 ",15.00%," $ 1,530.00 ",15.00%," $ 1,530.00 ",20.00%," $ 1,440.00 ",10.00%," $ 1,620.00 ",15.00%," $ 1,530.00 "
,,203,Both,10/21/2015,HPOP026X,International Navistar MaxxForce DT High Pressure Oil Pump 2007-2010: OEM 1882258C96,"ESN Range 3,000,001 to 3,40,000",,HPOP026X,Oil Pumps,High Pressure Oil Pump,086547480482,00840490500747,2007-2010,1882258C96,5011334R91,N1,Tamerx Diesel Products,International Navistar,MaxxForce DT,,,,,,,,Yes,"HPOP026X#C, HPOP026X-C30",In House Core,High Pressure Oil Pumps,Tamerx,,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 1,800.00 "," $ 1,800.00 ", $ 600.00 , $ 627.38 , $ 627.38 ,"$1,172.62",65.15%,21,NO,YES, $ 350.00 ,,FIXED PRICE,"$1,610.75",0%," $ 1,800.00 ",15.00%," $ 1,530.00 ",15.00%," $ 1,530.00 ",20.00%," $ 1,440.00 ",10.00%," $ 1,620.00 ",15.00%," $ 1,530.00 "
08/13/2025 12:27:14 A,,1342,Both,10/21/2015,HPOP124X,International Navistar VT275 High Pressure Oil Pump 2005-2009: OEM 4307325R91,,,HPOP124X,Oil Pumps,High Pressure Oil Pump,086547480437,00840490501720,2005-2009,4307325R91,4307327R91,N6,Tamerx Diesel Products,International Navistar,VT275,,,,,,,,Yes,"HPOP124X#C, HPOP124X-C30",In House Core,High Pressure Oil Pumps,Tamerx,,Diesel Pumps,Diesel Pumps,One Million Miles or One Year, $ 641.00 , $ 641.00 ,, $ 200.00 , $ 200.00 ,$441.00,68.80%,19,NO,YES, $ 350.00 ,,FIXED PRICE,$573.75,0%, $ 641.00 ,15.00%, $ 544.85 ,15.00%, $ 544.85 ,20.00%, $ 512.80 ,10.00%, $ 576.90 ,15.00%, $ 544.85 
,,3577,Both,8/28/2017,HPOP029X,International Navistar MaxxForce DT High Pressure Oil Pump 2011-2017: OEM 5010755R92,"ESN Range 3,3000,001 And Higher",,HPOP029X,Oil Pumps,High Pressure Oil Pump,086547483650,00840490502970,2011-2017,5010755R92,,N1,Tamerx Diesel Products,International Navistar,MaxxForce DT,,,,,,,,Yes,"HPOP029X#C, HPOP029X-C30",In House Core,High Pressure Oil Pumps,Tamerx,,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 1,800.00 "," $ 1,800.00 ",, $ 600.00 , $ 600.00 ,"$1,200.00",66.67%,21,NO,YES, $ 350.00 ,,FIXED PRICE,"$1,610.75",0%," $ 1,800.00 ",15.00%," $ 1,530.00 ",15.00%," $ 1,530.00 ",20.00%," $ 1,440.00 ",10.00%," $ 1,620.00 ",15.00%," $ 1,530.00 "
,,3914,Both,11/9/2019,HP122-TX,Ford Powerstroke 6.0L High Pressure Oil Pump 2004-2010,,,HP122-TX,Oil Pumps,High Pressure Oil Pump,086547489904,00840490504523,2004-2010,,,,Tamerx Diesel Products,Ford,Powerstroke 6.0L,,,,,,,,Yes,"HP122-TX#C, HP122-TX-C30",In House Core,High Pressure Oil Pumps,Tamerx,,Diesel Pumps,Diesel Pumps,One Million Miles or One Year, $ 394.00 , $ 394.00 ,, $ 200.00 , $ 200.00 ,$194.00,49.24%,18,NO,YES, $ 250.00 ,,FIXED PRICE,$352.75,0%, $ 394.00 ,15.00%, $ 334.90 ,15.00%, $ 334.90 ,20.00%, $ 315.20 ,10.00%, $ 354.60 ,15.00%, $ 334.90 
,,3917,Both,11/11/2019,HP122IPR-TX,Ford Powerstroke 6.0L High Pressure Oil Pump 2004-2010: OEM 5C4Z9A543A,Includes IPR Valve,,HP122IPR-TX,Oil Pumps,High Pressure Oil Pump,086547489911,00840490504530,2004-2010,5C4Z9A543A,"5C4Z9A543AB, 1846057C1, CM5126",,Tamerx Diesel Products,Ford,Powerstroke 6.0L,,,,,,,,Yes,"HP122IPR-TX#C, HP122IPR-TX-C30",In House Core,High Pressure Oil Pumps,Tamerx,,Diesel Pumps,Diesel Pumps,One Million Miles or One Year, $ 451.00 , $ 451.00 ,, $ 300.00 , $ 300.00 ,$151.00,33.48%,18,NO,YES, $ 250.00 ,,FIXED PRICE,$403.75,0%, $ 451.00 ,15.00%, $ 383.35 ,15.00%, $ 383.35 ,20.00%, $ 360.80 ,10.00%, $ 405.90 ,15.00%, $ 383.35 
,,4031,Both,6/16/2020,HPOP026X-16,"International Navistar MaxxForce 9, 10 High Pressure Oil Pump 2007-2010: OEM 1882259C93","ESN Range 3,000,001 to 3,040,000",,HPOP026X-16,Oil Pumps,High Pressure Oil Pump,086547490047,00840490505308,2007-2010,1882259C93,,N1,Tamerx Diesel Products,International Navistar,MaxxForce 9,10,,,,,,,Yes,"HPOP026X-16#C, HPOP026X-16-C30",In House Core,High Pressure Oil Pumps,Tamerx,,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 1,800.00 "," $ 1,800.00 ",, $ 400.00 , $ 400.00 ,"$1,400.00",77.78%,20,NO,YES, $ 350.00 ,,FIXED PRICE,"$1,610.75",0%," $ 1,800.00 ",15.00%," $ 1,530.00 ",15.00%," $ 1,530.00 ",20.00%," $ 1,440.00 ",10.00%," $ 1,620.00 ",15.00%," $ 1,530.00 "
12/01/2023 06:29:55 P,,4033,Both,6/17/2020,HPOP029X-16,"International Navistar MaxxForce 9, 10 High Pressure Oil Pump 2011-2017: OEM 5010755R92",,,HPOP029X-16,Oil Pumps,High Pressure Oil Pump,086547490061,00840490505315,2011-2017,5010755R92,,N1,Tamerx Diesel Products,International Navistar,MaxxForce 9,10,,,,,,,Yes,"HPOP029X-16#C, HPOP029X-16-C30",In House Core,High Pressure Oil Pumps,Tamerx,,Diesel Pumps,Diesel Pumps,One Million Miles or One Year," $ 1,800.00 "," $ 1,800.00 ",, $ 400.00 , $ 400.00 ,"$1,400.00",77.78%,20,NO,YES, $ 350.00 ,,FIXED PRICE,"$1,610.75",15.00%," $ 1,530.00 ",30.00%," $ 1,260.00 ",25.00%," $ 1,350.00 ",20.00%," $ 1,440.00 ",10.00%," $ 1,620.00 ",15.00%," $ 1,530.00 "
,,6283,Both,9/10/2022,HPP7341,Case IH / New Holland Cummins 6.7L High Pressure Oil Pump : OEM 5801382396,,,HPP7341,Fuel Pumps,High Pressure Oil Pump,086547496278,00840490510685,,5801382396,"4898821RX, 84385110R, 0445020007, 0445020149, 0445020175, 5264243RX, 700816AT",,Tamerx Diesel Products,Case IH / New Holland,Cummins 6.7L,,,,,,,,Yes,"HPP7341#C, HPP7341-C30",In House Core,High Pressure Fuel Pumps,Tamerx,HPP7341,Diesel Pumps,Diesel Pumps,One Million Miles or One Year, $ 755.00 , $ 755.00 ,, $ 350.00 , $ 350.00 ,$405.00,53.64%,18,NO,YES, $ 450.00 ,,FIXED PRICE,$556.50,0%, $ 755.00 ,15.00%, $ 641.75 ,15.00%, $ 641.75 ,25.00%, $ 566.25 ,10.00%, $ 679.50 ,15.00%, $ 641.75 
06/21/2023 06:57:12 P,,7031,Both,1/3/2023,HP122-TX-2,International Navistar VT365 High Pressure Oil Pump 2004-2010,,,HP122-TX-2,Oil Pumps,High Pressure Oil Pump,86547499545,00840490513433,2004-2010,,,N6,Tamerx Diesel Products,International Navistar,VT365,,,,,,,,Yes,"HP122-TX-2#C, HP122-TX-2-C30",In House Core,High Pressure Oil Pumps,Tamerx,,Diesel Pumps,Diesel Pumps,One Million Miles or One Year, $ 394.00 , $ 394.00 ,, $ 200.00 , $ 200.00 ,$194.00,49.24%,18,NO,YES, $ 250.00 ,,FIXED PRICE,$334.90,0%, $ 394.00 ,15.00%, $ 334.90 ,15.00%, $ 334.90 ,20.00%, $ 315.20 ,10.00%, $ 354.60 ,15.00%, $ 334.90 
,,7035,Both,1/3/2023,HP122IPR-TX-2,International Navistar VT365 High Pressure Oil Pump 2004-2010: OEM 5C4Z9A543A,Includes IPR Valve,,HP122IPR-TX-2,Oil Pumps,High Pressure Oil Pump,86547499576,00840490513457,2004-2010,5C4Z9A543A,"5C4Z9A543AB, 1846057C1, CM5126",N6,Tamerx Diesel Products,International Navistar,VT365,,,,,,,,Yes,"HP122IPR-TX-2#C, HP122IPR-TX-2-C30",In House Core,High Pressure Oil Pumps,Tamerx,,Diesel Pumps,Diesel Pumps,One Million Miles or One Year, $ 451.00 , $ 451.00 ,, $ 300.00 , $ 300.00 ,$151.00,33.48%,18,NO,YES, $ 250.00 ,,FIXED PRICE,$383.35,0%, $ 451.00 ,15.00%, $ 383.35 ,15.00%, $ 383.35 ,20.00%, $ 360.80 ,10.00%, $ 405.90 ,15.00%, $ 383.35 
,,3562,Both,8/11/2017,HP122IPR,Ford Powerstroke 6.0L High Pressure Oil Pump and IPR Valve 2004-2010,,,HP122IPR,Oil Pumps,High Pressure Oil Pump and IPR Valve,086547483537,00840490502871,2004-2010,,,,Tamerx Diesel Products,Ford,Powerstroke 6.0L,,,,,,,,Yes,"HP122IPR#C, HP122IPR-C30",,Pumps,Tamerx,,Diesel Pumps,Diesel Pumps,One Million Miles or One Year, $ 451.00 , $ 451.00 ,, $ 250.00 , $ 250.00 ,$201.00,44.57%,18,NO,YES, $ 250.00 ,,FIXED PRICE,$403.75,0%, $ 451.00 ,15.00%, $ 383.35 ,15.00%, $ 383.35 ,20.00%, $ 360.80 ,10.00%, $ 405.90 ,15.00%, $ 383.35 
,,7201,Both,1/3/2023,HP122IPR-2,International Navistar VT365 High Pressure Oil Pump and IPR Valve 2004-2010,,,HP122IPR-2,Oil Pumps,High Pressure Oil Pump and IPR Valve,86547500456,00840490514263,2004-2010,,,N6,Tamerx Diesel Products,International Navistar,VT365,,,,,,,,Yes,"HP122IPR-2#C, HP122IPR-2-C30",,Pumps,Tamerx,,Diesel Pumps,Diesel Pumps,One Million Miles or One Year, $ 451.00 , $ 451.00 ,, $ 250.00 , $ 250.00 ,$201.00,44.57%,18,NO,YES, $ 250.00 ,,FIXED PRICE,$383.35,0%, $ 451.00 ,15.00%, $ 383.35 ,15.00%, $ 383.35 ,20.00%, $ 360.80 ,10.00%, $ 405.90 ,15.00%, $ 383.35 
06/21/2024 12:26:44 A,,220,Both,10/21/2015,HPR3,Ford Powerstroke 6.0L High Pressure Oil Rail 2005-2010,,,HPR3,Engine Components,High Pressure Oil Rail,86547484367,00840490500891,2005-2010,,,,Tamerx Diesel Products,Ford,Powerstroke 6.0L,,,,,,,,Yes,"HPR3#C, HPR3-C30",In House Core,Others,Tamerx,,Engine Parts/Other,Engine Parts/Other,One Million Miles or One Year, $ 142.00 , $ 142.00 ,, $ 35.00 , $ 35.00 ,$107.00,75.35%,15,NO,YES, $ 150.00 ,,FIXED PRICE,$127.46,0%, $ 142.00 ,15.00%, $ 120.70 ,15.00%, $ 120.70 ,20.00%, $ 113.60 ,10.00%, $ 127.80 ,15.00%, $ 120.70 
